city,country,region,latitude,longitude,cost_per_day_usd,avg_temp_c,beach,culture,nature,nightlife,food,adventure,relaxation,popularity,safety,temp_month_1,temp_month_2,temp_month_3,temp_month_4,temp_month_5,temp_month_6,temp_month_7,temp_month_8,temp_month_9,temp_month_10,temp_month_11,temp_month_12,source_dataset,description
Cologne,Germany,europe,50.938361,6.959974,135,12.258333333333333,2,8,6,8,8,4,6,8,7,4.2,5.6,7.9,11.0,15.2,19.5,20.4,20.4,16.5,12.5,7.9,6.0,kaggle_worldwide_travel_cities,"Charming cobblestone streets, the majestic cathedral, and lively beer halls create a welcoming atmosphere filled with history and vibrant local culture."
Pisa,Italy,europe,43.4714722,10.6797912,135,15.266666666666667,4,8,6,6,8,4,6,6,7,6.3,7.8,10.4,13.0,17.1,22.6,25.6,25.5,20.8,15.9,11.0,7.2,kaggle_worldwide_travel_cities,"Charming narrow streets open up to sunlit squares, with the aroma of fresh pasta and the sound of church bells filling the air."
Kandy,Sri Lanka,asia,7.2931208,80.6350358,70,27.549999999999997,2,10,8,4,8,6,6,6,7,26.6,27.2,28.7,28.8,28.4,28.1,27.8,27.9,27.2,26.9,26.6,26.4,kaggle_worldwide_travel_cities,"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning."
Yangon,Myanmar,asia,16.7967129,96.1609916,70,27.941666666666666,2,8,6,4,8,6,6,6,7,25.5,27.0,29.4,31.0,30.1,27.6,27.1,27.2,27.6,28.0,28.2,26.6,kaggle_worldwide_travel_cities,"Bustling streets filled with vibrant markets, golden pagodas glistening in the sun, and the warm smiles of locals create a welcoming energy."
Lima,Peru,south_america,-12.0621065,-77.0365256,135,19.866666666666664,4,10,6,8,10,6,6,8,7,22.9,24.0,23.4,21.6,19.4,18.2,17.3,16.8,16.9,17.7,19.2,21.0,kaggle_worldwide_travel_cities,"A lively blend of colonial charm and vibrant modernity, with bustling markets, ocean views, and the tantalizing aroma of street food."
Iguazu Falls,Argentina,south_america,-25.6925324,-54.4411144,135,21.833333333333332,2,6,10,4,6,10,6,4,7,26.0,25.6,24.4,22.0,18.2,17.0,16.7,18.6,21.4,22.6,24.0,25.5,kaggle_worldwide_travel_cities,The thunderous roar of cascading water and the lush embrace of the surrounding rainforest create an awe-inspiring natural spectacle.
Santa Marta,Colombia,south_america,11.2320944,-74.1950916,70,29.35833333333333,8,8,10,6,8,8,6,6,7,28.7,29.1,29.5,30.1,30.2,29.8,29.6,29.4,29.3,28.9,28.7,29.0,kaggle_worldwide_travel_cities,"Golden beaches meet lush mountains, creating a laid-back vibe where you can savor fresh seafood and vibrant sunsets by the sea."
Cali,Colombia,south_america,3.4519988,-76.5325259,70,23.875,4,8,6,10,8,6,6,6,7,23.9,24.3,23.9,23.8,23.7,23.7,24.1,24.2,24.3,23.5,23.4,23.7,kaggle_worldwide_travel_cities,"Lively streets filled with salsa rhythms, vibrant street art, and the aroma of empanadas create an infectious energy that's hard to resist."
Cancun,Mexico,north_america,21.1527467,-86.8425761,135,26.558333333333337,10,6,6,10,8,8,8,6,7,23.7,24.6,25.9,26.9,28.0,28.2,28.8,28.4,27.8,27.0,25.3,24.1,kaggle_worldwide_travel_cities,"Powdery white sand beaches, turquoise waters, and lively nightlife create a vibrant atmosphere perfect for both relaxation and adventure."
San Antonio,United States,north_america,29.4246002,-98.4951405,135,21.658333333333335,2,8,6,6,8,6,6,8,7,11.6,13.8,18.4,21.6,25.4,28.5,29.6,30.1,27.7,22.8,16.8,13.6,kaggle_worldwide_travel_cities,Historic missions and lively riverside pathways invite you to wander through a city rich with cultural charm and Texan hospitality.
Malaga,Spain,europe,36.7213028,-4.4216366,135,19.14166666666667,8,8,6,8,8,6,6,8,7,12.5,13.5,15.0,16.9,20.1,23.8,26.6,27.1,24.3,20.3,16.1,13.5,kaggle_worldwide_travel_cities,"Sun-drenched beaches, vibrant tapas bars, and historic architecture create a lively yet relaxed atmosphere that invites leisurely exploration and indulgence."
Medellín,Colombia,south_america,6.2697324,-75.6025597,135,22.708333333333332,2,8,6,8,8,8,6,8,7,21.6,22.6,22.9,21.6,22.8,23.4,23.9,23.9,22.7,22.3,22.0,22.8,kaggle_worldwide_travel_cities,"Lush green hills surround a vibrant city buzzing with music, art, and the warmth of its welcoming people, offering endless exploration."
Granada,Spain,europe,37.1734995,-3.5995337,135,16.583333333333332,4,10,6,8,10,6,6,8,7,7.4,9.3,11.1,14.4,18.8,23.4,27.8,27.2,22.0,17.5,11.5,8.6,kaggle_worldwide_travel_cities,"Winding cobblestone streets lead to vibrant plazas filled with the aromas of tapas, while the Alhambra's majestic presence captivates with its historic allure."
Linz,Austria,europe,48.3059078,14.286198,135,11.083333333333336,2,8,6,6,6,4,6,8,7,0.9,3.3,5.8,10.7,15.0,20.1,21.3,21.0,16.1,11.1,5.4,2.3,kaggle_worldwide_travel_cities,"A blend of historic charm and modern innovation, with riverside walks, vibrant arts scenes, and a welcoming atmosphere that invites exploration."
Leipzig,Germany,europe,51.3406321,12.3747329,135,10.983333333333333,2,8,6,8,8,4,6,8,7,2.4,3.4,5.8,9.5,14.2,19.0,20.1,20.2,15.8,11.2,6.1,4.1,kaggle_worldwide_travel_cities,"Charming cobblestone streets, vibrant arts scene, and lively music venues create a welcoming vibe that's both culturally rich and refreshingly laid-back."
Hue,Vietnam,asia,16.4639321,107.5863388,70,26.0,4,10,6,4,8,6,6,6,7,20.6,21.5,24.4,26.9,29.0,30.5,30.0,30.0,28.0,25.7,24.4,21.0,kaggle_worldwide_travel_cities,"Ancient temples and serene riverside views offer a peaceful escape, with fragrant street food and friendly locals adding to the charm."
Braga,Portugal,europe,41.5510583,-8.4280045,135,14.999999999999998,4,8,6,6,8,4,6,6,7,9.7,11.3,12.7,14.1,16.5,17.6,19.6,19.4,18.7,16.2,13.1,11.1,kaggle_worldwide_travel_cities,"Charming cobblestone streets and ancient churches create a serene atmosphere, while lively squares and local eateries offer a warm, welcoming experience."
Ha Long,Vietnam,asia,20.9528365,107.0800003,70,23.925,6,6,10,4,8,8,6,4,7,17.2,18.1,21.1,24.0,27.4,29.4,28.9,28.2,27.6,24.8,22.6,17.8,kaggle_worldwide_travel_cities,"Misty limestone karsts rise dramatically from emerald waters, creating a serene and mystical atmosphere perfect for peaceful exploration and reflection."
Manaus,Brazil,south_america,-3.1316333,-59.9825041,135,27.625,4,8,10,6,8,8,6,6,7,26.8,26.8,26.7,26.8,27.0,27.2,27.9,28.8,29.3,28.9,28.2,27.1,kaggle_worldwide_travel_cities,"A bustling gateway to the Amazon, where vibrant markets, lush rainforests, and the confluence of rivers create a unique sensory adventure."
San Andrés,Colombia,south_america,12.5375979,-81.7204155,135,28.20833333333334,10,4,8,6,6,8,6,4,7,27.4,27.4,27.7,28.3,28.8,28.6,28.7,28.7,28.6,28.2,28.1,28.0,kaggle_worldwide_travel_cities,"Turquoise waters, vibrant coral reefs, and a laid-back island vibe invite you to unwind and enjoy the sun-drenched beaches and local culture."
Búzios,Brazil,south_america,-22.7597805,-41.8875267,135,23.874999999999996,10,6,8,8,8,8,6,4,7,26.0,26.5,26.4,24.5,23.0,21.9,21.2,21.5,22.7,23.5,23.9,25.4,kaggle_worldwide_travel_cities,Charming cobblestone streets lined with vibrant boutiques and cozy beachside bars create a laid-back vibe perfect for unwinding and soaking up the sun.
Florianópolis,Brazil,south_america,-27.5973002,-48.5496098,135,21.3,10,6,10,8,8,8,6,8,7,25.2,25.2,24.6,22.3,19.6,17.8,17.0,17.9,19.4,20.7,22.0,23.9,kaggle_worldwide_travel_cities,"A blend of vibrant beaches, lush greenery, and lively markets creates a laid-back yet energetic vibe perfect for unwinding and exploring."
San Carlos de Bariloche,Argentina,south_america,-41.1334781,-71.3101474,135,8.875,4,6,10,6,8,10,6,6,7,15.9,15.9,12.6,8.8,5.4,3.1,2.1,3.5,5.5,8.0,11.5,14.2,kaggle_worldwide_travel_cities,"Nestled in the Andes, this destination offers stunning lake views, cozy alpine-style chalets, and a sense of tranquility amidst breathtaking natural beauty."
Niagara Falls,Canada,north_america,43.1065603,-79.0639039,135,10.216666666666669,4,6,10,6,6,8,6,6,7,-2.9,-2.3,2.1,7.7,15.3,20.1,23.3,21.9,18.5,11.9,5.4,1.6,kaggle_worldwide_travel_cities,"Roaring waters cascade with breathtaking power, mist hangs in the air, and the vibrant energy of nature leaves you in awe."
Darwin,Australia,oceania,-12.46044,130.8410469,135,27.916666666666668,6,6,8,6,6,8,6,6,7,28.5,28.5,28.7,28.5,27.2,25.8,25.1,26.2,28.0,29.4,29.6,29.5,kaggle_worldwide_travel_cities,"A vibrant blend of tropical climate, diverse wildlife, and rich Indigenous culture creates an inviting and adventurous atmosphere for exploration and discovery."
Great Barrier Reef,Australia,oceania,-16.35,145.9,240,25.25,10,4,10,4,6,10,6,2,7,27.6,27.3,27.1,26.3,24.2,23.2,22.3,22.5,23.7,25.3,26.3,27.2,kaggle_worldwide_travel_cities,Crystal-clear waters teeming with vibrant marine life and coral formations create a mesmerizing underwater world perfect for exploration and awe.
Amritsar,India,asia,31.6356659,74.8787496,70,23.274999999999995,2,10,6,4,10,4,6,6,7,11.0,15.1,19.8,26.0,30.9,32.2,30.5,30.0,28.7,24.6,18.0,12.5,kaggle_worldwide_travel_cities,"Golden hues of the temple shimmer in the sun, while the aroma of spices and the hum of prayers create a serene, vibrant atmosphere."
Machu Picchu,Peru,south_america,-13.164422,-72.5450851,240,12.883333333333335,2,10,10,2,6,10,4,2,7,13.3,13.2,13.2,13.0,11.9,11.1,11.0,12.5,13.5,14.0,14.6,13.3,kaggle_worldwide_travel_cities,"Misty mountain peaks and ancient stone terraces create a mystical atmosphere, inviting you to explore and connect with history and nature."
Antwerp,Belgium,europe,51.2211097,4.3997081,135,11.75,2,8,4,8,8,4,6,8,7,4.5,5.6,7.9,10.2,14.3,18.1,19.2,19.2,15.9,12.2,7.7,6.2,kaggle_worldwide_travel_cities,"Cobblestone streets lined with historic buildings, vibrant art scenes, and bustling markets create a lively yet charmingly intimate atmosphere."
Nuremberg,Germany,europe,49.453872,11.077298,135,10.583333333333334,2,8,6,6,8,4,6,8,7,1.6,2.9,5.8,9.6,14.1,18.9,20.2,19.9,15.2,10.5,5.4,2.9,kaggle_worldwide_travel_cities,"Charming medieval streets, vibrant markets, and a rich history offer a delightful blend of old-world charm and modern vibrancy."
Funchal,Portugal,europe,32.6496497,-16.9086783,135,20.125,6,8,10,6,8,6,8,6,7,17.4,17.2,17.4,18.2,19.5,21.0,22.6,23.9,23.3,22.3,20.0,18.7,kaggle_worldwide_travel_cities,"Charming cobblestone streets lined with vibrant flowers, ocean breezes, and the aroma of local cuisine create a welcoming and relaxed atmosphere."
Nuwara Eliya,Sri Lanka,asia,7.012402,80.7571612,70,16.216666666666665,2,6,10,4,6,6,8,4,7,15.0,15.4,16.4,17.0,17.4,17.0,16.4,16.2,16.1,16.1,16.1,15.5,kaggle_worldwide_travel_cities,"Mist-covered hills and lush tea plantations create a cool, serene atmosphere, perfect for unwinding and soaking in nature's beauty."
Naypyidaw,Myanmar,asia,19.7753289,96.1032552,70,26.575,2,4,6,2,4,4,4,4,7,22.2,24.1,28.0,30.9,29.5,27.0,26.9,26.6,26.8,26.8,25.9,24.2,kaggle_worldwide_travel_cities,"Wide, quiet streets and sprawling landscapes create a serene atmosphere, offering a unique glimpse into a city designed for calm exploration."
Rosario,Argentina,south_america,-32.9593609,-60.6617024,135,18.258333333333333,4,8,6,8,8,6,6,8,7,25.4,24.4,21.8,18.5,14.1,11.5,10.8,13.0,15.6,18.3,21.7,24.0,kaggle_worldwide_travel_cities,"Riverfront parks, lively streets, and a mix of modern and historic architecture create a welcoming atmosphere that's both vibrant and laid-back."
Nazca,Peru,south_america,-14.8277203,-74.9370624,70,20.133333333333333,2,8,6,4,6,6,4,4,7,23.4,24.1,24.3,22.2,19.1,16.8,16.4,16.9,17.2,19.3,20.1,21.8,kaggle_worldwide_travel_cities,"Endless desert landscapes meet ancient mysteries, with a quiet charm that invites you to explore its enigmatic lines and vibrant local culture."
Los Cabos,Mexico,north_america,21.166121,-100.936442,135,19.541666666666668,10,6,8,8,8,8,8,6,7,15.5,17.3,20.3,23.1,23.3,22.2,20.7,20.6,19.9,19.0,17.7,14.9,kaggle_worldwide_travel_cities,"Golden beaches meet the azure sea, with vibrant nightlife and serene desert landscapes offering a captivating blend of relaxation and adventure."
Charleston,United States,north_america,32.7884363,-79.9399309,135,19.683333333333334,6,8,6,6,10,6,6,6,7,10.3,12.7,16.2,19.1,23.2,26.3,27.9,27.3,25.2,20.5,15.2,12.3,kaggle_worldwide_travel_cities,"Charming cobblestone streets lined with historic homes, the scent of saltwater in the air, and a welcoming Southern hospitality create a warm atmosphere."
Cozumel,Mexico,north_america,20.4320599,-86.9206906,135,27.10833333333333,10,6,8,6,8,8,6,4,7,24.7,25.0,26.4,27.3,28.7,28.3,29.1,28.8,28.2,27.4,26.2,25.2,kaggle_worldwide_travel_cities,"Crystal-clear waters, lively coral reefs, and gentle ocean breezes create a serene paradise perfect for snorkeling, diving, and unwinding by the beach."
Lille,France,europe,50.6365654,3.0635282,135,11.766666666666667,2,8,4,6,8,4,6,8,7,4.2,5.6,7.7,10.4,14.2,17.9,19.4,19.4,16.1,12.4,7.9,6.0,kaggle_worldwide_travel_cities,"Charming cobblestone streets, vibrant squares, and a mix of Flemish and French influences create a welcoming atmosphere full of character and warmth."
Arica,Chile,south_america,-18.4785288,-70.3211394,70,19.316666666666666,8,6,8,6,6,8,6,4,7,22.4,23.2,22.1,20.5,18.7,17.5,16.4,16.4,16.4,17.9,19.4,20.9,kaggle_worldwide_travel_cities,"Sun-drenched coastal vibes mix with desert landscapes, offering a unique blend of serene beaches and captivating cultural history."
Plitvice Lakes,Croatia,europe,44.8523012,15.590349,135,12.783333333333333,2,4,10,2,6,8,6,2,7,3.1,5.9,8.6,11.2,15.3,21.0,22.8,22.2,17.2,13.5,7.9,4.7,kaggle_worldwide_travel_cities,"Wandering through lush forests and cascading waterfalls, you'll feel a serene connection with nature, surrounded by vibrant turquoise lakes and tranquil pathways."
Taupo,New Zealand,oceania,-38.6866197,176.0694773,135,12.433333333333332,4,6,10,6,6,10,8,4,7,17.7,17.7,15.1,12.8,10.0,8.5,7.6,7.8,9.5,11.6,14.3,16.6,kaggle_worldwide_travel_cities,"Nestled by a sparkling lake and surrounded by geothermal wonders, this place offers a serene escape with stunning natural beauty and adventure."
Yellowstone National Park,United States,north_america,44.6200885,-110.5606893,135,0.30833333333333285,2,4,10,2,4,10,6,2,7,-11.1,-10.3,-6.3,-2.3,3.4,9.4,13.6,12.4,7.9,1.9,-6.0,-8.9,kaggle_worldwide_travel_cities,"Expansive landscapes filled with geysers, hot springs, and diverse wildlife create an awe-inspiring experience of natural beauty and tranquility."
Key West,United States,north_america,24.5548262,-81.8020722,240,27.625,10,6,8,8,8,8,6,6,7,22.6,24.0,25.1,26.2,29.0,30.2,31.9,31.6,30.6,28.4,27.2,24.7,kaggle_worldwide_travel_cities,"Sun-drenched streets with a laid-back vibe, vibrant art scenes, and ocean breezes create a carefree, tropical escape full of charm."
Dunedin,New Zealand,oceania,-45.8740984,170.5035755,135,10.491666666666667,6,8,8,6,6,6,6,6,7,15.1,14.8,13.4,10.8,8.4,6.1,5.9,6.8,8.4,10.0,12.3,13.9,kaggle_worldwide_travel_cities,"Charming streets lined with historic architecture and lush greenery create a peaceful atmosphere, inviting leisurely strolls and moments of quiet reflection."
Kangaroo Island,Australia,oceania,-35.8182635,137.1566125,135,15.100000000000001,8,6,10,4,6,8,6,2,7,19.8,19.6,18.4,15.6,13.4,11.8,10.8,11.4,12.7,14.3,15.8,17.6,kaggle_worldwide_travel_cities,"Wild landscapes and pristine beaches create a serene escape, where you can encounter unique wildlife and feel truly connected to nature."
Bay of Islands,New Zealand,oceania,-35.2550085,174.1626731,135,16.474999999999998,8,6,10,4,6,8,6,4,7,20.3,20.0,18.9,17.7,14.9,14.2,13.3,13.0,14.0,15.0,17.2,19.2,kaggle_worldwide_travel_cities,"Lush green islands dotting azure waters, where dolphins play and sunsets paint the sky, create a serene escape from the everyday."
Aarhus,Denmark,europe,56.1496278,10.2134046,135,9.866666666666667,6,8,6,6,8,4,6,8,7,2.9,3.0,5.0,7.2,12.7,16.5,17.6,17.5,14.6,10.6,6.4,4.4,kaggle_worldwide_travel_cities,"Charming streets lined with modern architecture and cozy cafes create a welcoming atmosphere, with a vibrant cultural scene that feels refreshingly authentic."
Vancouver Island,Canada,north_america,49.5929495,-125.702557,135,9.875,8,6,10,4,6,8,8,4,7,3.5,4.0,6.0,9.0,12.5,15.0,17.5,17.0,14.0,10.0,6.0,4.0,kaggle_worldwide_travel_cities,"Lush rainforests, rugged coastlines, and charming towns create an inviting atmosphere, perfect for outdoor adventures and tranquil moments by the sea."
Savusavu,Fiji,oceania,-16.7802184,179.3328955,135,26.675,10,6,10,4,6,8,8,4,7,27.8,28.0,27.6,27.4,26.5,25.6,25.3,25.0,25.8,26.5,27.0,27.6,kaggle_worldwide_travel_cities,"Tucked away on a tranquil bay, this tropical haven offers lush landscapes, warm ocean breezes, and a welcoming, laid-back island vibe."
Bristol,United Kingdom,europe,51.4538022,-2.5972985,135,11.35,4,8,6,8,8,6,6,8,7,5.4,6.4,8.0,9.7,13.1,15.9,17.8,17.3,15.1,11.9,8.7,6.9,kaggle_worldwide_travel_cities,Historic streets lined with vibrant street art and cozy pubs create a lively yet laid-back atmosphere perfect for leisurely exploration.
Rovaniemi,Finland,europe,66.5025657,25.73122,135,2.766666666666667,2,6,10,4,6,8,6,4,7,-10.3,-8.5,-3.5,1.2,8.0,14.5,17.2,14.5,9.1,2.0,-3.7,-7.3,kaggle_worldwide_travel_cities,"Snow-draped forests, cozy log cabins, and the ethereal dance of the Northern Lights create a magical winter wonderland experience."
Viña del Mar,Chile,south_america,-33.0244535,-71.5517636,135,13.758333333333331,8,6,8,8,8,6,6,8,7,17.1,16.9,16.0,13.8,12.2,11.8,10.3,11.2,12.1,13.0,14.7,16.0,kaggle_worldwide_travel_cities,"Ocean breezes, golden beaches, and vibrant gardens create a laid-back vibe, perfect for leisurely strolls and soaking in coastal beauty."
Nelson,New Zealand,oceania,-41.2710849,173.2836756,135,13.816666666666668,6,6,10,4,6,8,6,6,7,18.6,18.3,16.6,14.6,11.8,9.8,8.8,9.3,11.2,13.1,15.6,18.1,kaggle_worldwide_travel_cities,"Sun-drenched coastal charm with vibrant markets and lush vineyards invites a laid-back exploration of art, nature, and local flavors."
Maun,Botswana,africa,-19.9860951,23.4224352,135,24.14166666666667,2,6,10,4,6,10,6,4,7,26.6,26.1,25.3,23.6,20.7,17.7,17.5,21.4,25.3,29.3,28.7,27.5,kaggle_worldwide_travel_cities,"A gateway to the Okavango Delta, offering a serene blend of wildlife sounds, warm sunsets, and the gentle flow of the river."
Gothenburg,Sweden,europe,57.7072326,11.9670171,135,9.175,6,8,8,6,8,6,6,8,7,1.4,1.5,3.7,7.5,12.1,16.5,17.4,17.4,14.5,9.7,5.5,2.9,kaggle_worldwide_travel_cities,"A charming city with picturesque canals, lush parks, and a vibrant cultural scene, making every stroll feel both refreshing and inspiring."
Manchester,United Kingdom,europe,53.4794892,-2.2451148,135,10.433333333333334,2,8,4,8,8,4,6,8,7,4.7,5.7,6.4,8.9,12.4,15.3,16.6,16.3,14.1,11.1,7.5,6.2,kaggle_worldwide_travel_cities,"Industrial heritage meets modern creativity, where lively music scenes and diverse eateries fill the vibrant streets with energetic charm and cultural depth."
Copenhagen,Denmark,europe,55.6867243,12.5700724,135,10.225,4,10,6,8,8,4,6,10,7,2.6,2.9,5.3,7.8,12.8,17.3,18.1,18.4,15.4,10.9,6.8,4.4,kaggle_worldwide_travel_cities,"Charming canals, vibrant neighborhoods, and a seamless blend of modern design with historic architecture create a cozy yet dynamic atmosphere."
Sucre,Bolivia,south_america,-19.0477251,-65.2594306,70,15.566666666666668,2,8,6,4,6,6,4,4,7,15.4,15.4,15.7,15.9,14.5,14.3,12.5,16.2,17.3,16.7,16.5,16.4,kaggle_worldwide_travel_cities,"Whitewashed colonial buildings, vibrant plazas, and a laid-back atmosphere invite you to wander cobblestone streets and soak in the rich history."
